ITI,bidding,budget,budget_liquid,budget_magnitude,budget_payout,budget_value,completed,computer_bid,correct,date,error,error_timeout,finish,fixation,fractal_offer,juice,left,monkey_bid,ordered,paid,percent_correct,primary_side,results,reward,reward_chance,reward_liquid,reward_magnitude,reward_payout,reward_value,rewarded,right,second_budget_value,second_reward_chance,second_reward_magnitude,second_reward_value,starting_bid,subtask,target_box_shift,target_box_size,task_failure,time,trial_end,trial_no,trial_start,type,unrewarded,water
3.18333333333333,4,0.760122526508117,0.91214703180974,1.2,1.2,NaN,1,0.239877473491883,1,2019-16-04,0,2,11:41:18.385,0.4,1.5,0.7,0,0.680228317991425,ordered,1,100,NaN,win_paid,2,1,0.7,0.7,1.5,2,1,0,NaN,NaN,NaN,NaN,0,BDM,NaN,NaN,0,11:41:07.519,1,1,1,BDM,0,0.91214703180974
2,4,0.402345483586321,0.482814580303586,1.2,1.2,NaN,2,0.597654516413679,2,2019-16-04,0,2,11:41:32.101,0.3,1.2,1.75,0,0.744359915500854,ordered,1,100,NaN,win_paid,3,1,1.05,1.05,1.5,3,2,0,NaN,NaN,NaN,NaN,0,BDM,NaN,NaN,0,11:41:22.207,1,2,1,BDM,0,1.39496161211333
3.06666666666667,4,0.520595596398008,0.624714715677609,1.2,1.2,NaN,3,0.479404403601992,3,2019-16-04,0,2,11:41:45.824,0.316666666666667,0.8,2.1,0,0.531966789377822,ordered,1,100,NaN,win_paid,1,1,0.35,0.35,1.5,1,3,0,NaN,NaN,NaN,NaN,0,BDM,NaN,NaN,0,11:41:36.538,1,3,1,BDM,0,2.01967632779094
2.5,4,1,1.2,1.2,1.2,NaN,4,0.898547501835201,4,2019-16-04,0,2,11:41:59.637,0.516666666666667,1.5,2.1,0,0.460529722089873,ordered,0,100,NaN,lose,0,1,0,0.7,1.5,2,3,0,NaN,NaN,NaN,NaN,0,BDM,NaN,NaN,0,11:41:49.603,1,4,1,BDM,1,3.21967632779094
2.4,4,1,1.2,1.2,1.2,NaN,5,0.93470923791381,5,2019-16-04,0,2,11:42:12.434,0.3,0.766666666666667,2.1,0,0.505413488254626,ordered,0,100,NaN,lose,0,1,0,1.05,1.5,3,3,0,NaN,NaN,NaN,NaN,0,BDM,NaN,NaN,0,11:42:03.285,1,5,1,BDM,2,4.41967632779094
3.65,4,1,1.2,1.2,1.2,NaN,6,0.817886833811117,6,2019-16-04,0,2,11:42:26.883,0.45,0.883333333333333,2.1,0,0.518921597350062,ordered,0,100,NaN,lose,0,1,0,0.35,1.5,1,3,0,NaN,NaN,NaN,NaN,1,BDM,NaN,NaN,0,11:42:17.386,1,6,1,BDM,3,5.61967632779094
3.23333333333333,4,1,1.2,1.2,1.2,NaN,7,0.708908978901821,7,2019-16-04,0,2,11:42:40.333,0.3,0.65,2.1,0,0.567410123956574,ordered,0,100,NaN,lose,0,1,0,1.05,1.5,3,3,0,NaN,NaN,NaN,NaN,0,BDM,NaN,NaN,0,11:42:31.302,1,7,1,BDM,4,6.81967632779094
2.83333333333333,4,1,1.2,1.2,1.2,NaN,8,0.743220570404508,8,2019-16-04,0,2,11:42:53.583,0.3,0.666666666666667,2.1,0,0.447517913768069,ordered,0,100,NaN,lose,0,1,0,0.35,1.5,1,3,0,NaN,NaN,NaN,NaN,1,BDM,NaN,NaN,0,11:42:44.367,1,8,1,BDM,5,8.01967632779094
3.6,4,1,1.2,1.2,1.2,NaN,9,0.899709782516549,9,2019-16-04,0,2,11:43:07.783,0.583333333333333,0.716666666666667,2.1,0,0.487199782554442,ordered,0,100,NaN,lose,0,1,0,0.7,1.5,2,3,0,NaN,NaN,NaN,NaN,0,BDM,NaN,NaN,0,11:42:58.384,1,9,1,BDM,6,9.21967632779094
2.03333333333333,4,0.934760195160308,1.12171223419237,1.2,1.2,NaN,10,0.0652398048396921,10,2019-16-04,0,2,11:43:20.719,0.583333333333333,0.983333333333333,2.8,0,0.390942038682185,ordered,1,100,NaN,win_paid,2,1,0.7,0.7,1.5,2,4,0,NaN,NaN,NaN,NaN,1,BDM,NaN,NaN,0,11:43:11.001,1,10,1,BDM,6,10.3413885619833
3.2,4,1,1.2,1.2,1.2,NaN,11,0.335911171345859,11,2019-16-04,0,2,11:43:34.766,0.3,1.26666666666667,2.8,0,0.312468351212923,ordered,0,100,NaN,lose,0,1,0,0.35,1.5,1,4,0,NaN,NaN,NaN,NaN,0,BDM,NaN,NaN,0,11:43:25.118,1,11,1,BDM,7,11.5413885619833
3.08333333333333,4,0.995664927391202,1.19479791286944,1.2,1.2,NaN,12,0.00433507260879828,12,2019-16-04,0,2,11:43:49.180,0.433333333333333,1.5,3.85,0,0.434307980747543,ordered,1,100,NaN,win_paid,3,1,1.05,1.05,1.5,3,5,0,NaN,NaN,NaN,NaN,1,BDM,NaN,NaN,0,11:43:39.017,1,12,1,BDM,7,12.7361864748527
3.43333333333333,4,1,1.2,1.2,1.2,NaN,13,0.828095603149386,13,2019-16-04,0,2,11:44:03.664,0.55,0.966666666666667,3.85,0,0.427404804950333,ordered,0,100,NaN,lose,0,1,0,1.05,1.5,3,5,0,NaN,NaN,NaN,NaN,0,BDM,NaN,NaN,0,11:43:53.853,1,13,1,BDM,8,13.9361864748527
2.73333333333333,4,1,1.2,1.2,1.2,NaN,14,0.507435377303176,14,2019-16-04,0,2,11:44:16.944,0.65,0.5,3.85,0,0.290568549966485,ordered,0,100,NaN,lose,0,1,0,0.35,1.5,1,5,0,NaN,NaN,NaN,NaN,0,BDM,NaN,NaN,0,11:44:07.600,1,14,1,BDM,9,15.1361864748527
3.25,4,0.633837563850938,0.760605076621125,1.2,1.2,NaN,15,0.366162436149062,15,2019-16-04,0,2,11:44:31.422,0.466666666666667,1.5,4.55,0,0.621967812705828,ordered,1,100,NaN,win_paid,2,1,0.7,0.7,1.5,2,6,0,NaN,NaN,NaN,NaN,0,BDM,NaN,NaN,0,11:44:21.400,1,15,1,BDM,9,15.8967915514739
