ITI,bidding,budget,budget_liquid,budget_magnitude,budget_payout,budget_value,completed,computer_bid,correct,date,error,error_timeout,finish,fixation,fractal_offer,juice,left,monkey_bid,ordered,paid,percent_correct,primary_side,results,reward,reward_chance,reward_liquid,reward_magnitude,reward_payout,reward_value,rewarded,right,second_budget_value,second_reward_chance,second_reward_magnitude,second_reward_value,starting_bid,subtask,target_box_shift,target_box_size,task_failure,time,trial_end,trial_no,trial_start,type,unrewarded,water
2.75,4,0.641875469018,0.7702505628216,1.2,1.2,NaN,1,0.358124530982,1,2019-15-04,0,2,11:12:32.518,0.383333333333333,0.65,0.7,0,0.472636774381649,ordered,1,100,NaN,win_paid,2,1,0.7,0.7,1.5,2,1,0,NaN,NaN,NaN,NaN,1,BDM,NaN,NaN,0,11:12:22.761,1,1,1,BDM,0,0.7702505628216
3.88333333333333,4,1,1.2,1.2,1.2,NaN,2,0.98692676996185,2,2019-15-04,0,2,11:12:48.841,0.566666666666667,1.01666666666667,0.7,0,0.336717906920027,ordered,0,100,NaN,lose,0,1,0,1.05,1.5,3,1,0,NaN,NaN,NaN,NaN,1,BDM,NaN,NaN,0,11:12:38.807,1,2,1,BDM,1,1.9702505628216
2,4,0.916013704243811,1.09921644509257,1.2,1.2,NaN,3,0.0839862957561888,3,2019-15-04,0,2,11:13:02.449,0.7,0.766666666666667,1.05,0,0.445301610194699,ordered,1,100,NaN,win_paid,1,1,0.35,0.35,1.5,1,2,0,NaN,NaN,NaN,NaN,0,BDM,NaN,NaN,0,11:12:52.608,1,3,1,BDM,1,3.06946700791417
2,4,0.7496941136383,0.899632936365959,1.2,1.2,NaN,4,0.2503058863617,4,2019-15-04,0,2,11:13:15.804,0.5,0.666666666666667,2.1,0,0.553981271082132,ordered,1,100,NaN,win_paid,3,1,1.05,1.05,1.5,3,3,0,NaN,NaN,NaN,NaN,1,BDM,NaN,NaN,0,11:13:06.141,1,4,1,BDM,1,3.96909994428013
3.13333333333333,4,1,1.2,1.2,1.2,NaN,5,0.811346615315006,5,2019-15-04,0,2,11:13:30.174,0.6,0.85,2.1,0,0.327729838102153,ordered,0,100,NaN,lose,0,1,0,0.7,1.5,2,3,0,NaN,NaN,NaN,NaN,0,BDM,NaN,NaN,0,11:13:20.641,1,5,1,BDM,2,5.16909994428013
3.11666666666667,4,0.915576896121915,1.0986922753463,1.2,1.2,NaN,6,0.0844231038780854,6,2019-15-04,0,2,11:13:45.505,0.516666666666667,1.16666666666667,2.45,0,0.280275456821731,ordered,1,100,NaN,win_paid,1,1,0.35,0.35,1.5,1,4,0,NaN,NaN,NaN,NaN,1,BDM,NaN,NaN,0,11:13:35.558,1,6,1,BDM,2,6.26779221962643
2.5,4,1,1.2,1.2,1.2,NaN,7,0.531253963741857,7,2019-15-04,0,2,11:13:59.640,0.5,0.5,2.45,0,0.464983086875182,ordered,0,100,NaN,lose,0,1,0,0.7,1.5,2,4,0,NaN,NaN,NaN,NaN,0,BDM,NaN,NaN,0,11:13:50.340,1,7,1,BDM,3,7.46779221962643
3.58333333333333,4,1,1.2,1.2,1.2,NaN,8,0.80062297914795,8,2019-15-04,0,2,11:14:14.939,0.666666666666667,1.06666666666667,2.45,0,0.698106317057362,ordered,0,100,NaN,lose,0,1,0,1.05,1.5,3,4,0,NaN,NaN,NaN,NaN,1,BDM,NaN,NaN,0,11:14:04.956,1,8,1,BDM,4,8.66779221962643
3.16666666666667,4,1,1.2,1.2,1.2,NaN,9,0.738823241921064,9,2019-15-04,0,2,11:14:30.424,0.7,1.5,2.45,0,0.425834908278952,ordered,0,100,NaN,lose,0,1,0,0.35,1.5,1,4,0,NaN,NaN,NaN,NaN,1,BDM,NaN,NaN,0,11:14:19.839,1,9,1,BDM,5,9.86779221962643
2.8,4,0.858337019697541,1.03000442363705,1.2,1.2,NaN,10,0.141662980302459,10,2019-15-04,0,2,11:14:44.226,0.4,0.5,2.8,0,0.530432307178669,ordered,1,100,NaN,win_paid,1,1,0.35,0.35,1.5,1,5,0,NaN,NaN,NaN,NaN,0,BDM,NaN,NaN,0,11:14:34.942,1,10,1,BDM,5,10.8977966432635
