ITI,bidding,budget,budget_liquid,budget_magnitude,budget_payout,budget_value,completed,computer_bid,correct,date,error,error_timeout,finish,fixation,fractal_offer,juice,left,monkey_bid,ordered,paid,percent_correct,primary_side,results,reward,reward_chance,reward_liquid,reward_magnitude,reward_payout,reward_value,rewarded,right,second_budget_value,second_reward_chance,second_reward_magnitude,second_reward_value,starting_bid,subtask,target_box_shift,target_box_size,task_failure,time,trial_end,trial_no,trial_start,type,unrewarded,water
2,4,NaN,0,1.2,1.2,NaN,12,0.268438821397283,10,2019-15-04,2,8.68333333333333,10:29:29.386,0.483333333333333,0.666666666666667,4.2,0,NaN,ordered,NaN,83.3333333333333,NaN,fail_monkey_bidding_activity,NaN,1,0,0.35,1.5,1,5,0,NaN,NaN,NaN,NaN,0,BDM,NaN,NaN,1,10:29:17.485,1,12,1,BDM,5,11.0191063568302
2.78333333333333,4,0.731561178602717,0.87787341432326,1.2,1.2,NaN,13,0.268438821397283,11,2019-15-04,2,2,10:29:42.892,0.566666666666667,0.733333333333333,4.55,0,0.321558535826402,ordered,1,84.6153846153846,NaN,win_paid,1,1,0.35,0.35,1.5,1,6,0,NaN,NaN,NaN,NaN,0,BDM,NaN,NaN,0,10:29:33.401,1,13,1,BDM,5,11.8969797711534
2.6,4,0.742153829887395,0.890584595864874,1.2,1.2,NaN,14,0.257846170112605,12,2019-15-04,2,2,10:29:56.016,0.5,0.5,5.25,0,0.290283005321222,ordered,1,85.7142857142857,NaN,win_paid,2,1,0.7,0.7,1.5,2,7,0,NaN,NaN,NaN,NaN,1,BDM,NaN,NaN,0,10:29:46.703,1,14,1,BDM,5,12.7875643670183
2.25,4,0.668334761257371,0.802001713508845,1.2,1.2,NaN,15,0.331665238742629,13,2019-15-04,2,2,10:30:10.015,0.666666666666667,1.43333333333333,5.95,0,0.529579606793993,ordered,1,86.6666666666667,NaN,win_paid,2,1,0.7,0.7,1.5,2,8,0,NaN,NaN,NaN,NaN,1,BDM,NaN,NaN,0,10:29:59.451,1,15,1,BDM,5,13.5895660805272
4,4,0.847765987137054,1.01731918456446,1.2,1.2,NaN,16,0.152234012862946,14,2019-15-04,2,2,10:30:24.766,0.533333333333333,0.833333333333333,6.3,0,0.250638520285987,ordered,1,87.5,NaN,win_paid,1,1,0.35,0.35,1.5,1,9,0,NaN,NaN,NaN,NaN,0,BDM,NaN,NaN,0,10:30:15.202,1,16,1,BDM,5,14.6068852650916
2,4,1,1.2,1.2,1.2,NaN,17,0.348007659716113,15,2019-15-04,2,2,10:30:37.217,0.633333333333333,0.5,6.3,0,0.280444277843732,ordered,0,88.2352941176471,NaN,lose,0,1,0,1.05,1.5,3,9,0,NaN,NaN,NaN,NaN,0,BDM,NaN,NaN,0,10:30:27.952,1,17,1,BDM,6,15.8068852650916
3.01666666666667,4,NaN,0,1.2,1.2,NaN,18,0.121658454307726,15,2019-15-04,3,8.68333333333333,10:30:53.382,0.583333333333333,0.5,6.3,0,NaN,ordered,NaN,83.3333333333333,NaN,fail_monkey_bidding_activity,NaN,1,0,0.7,1.5,2,9,0,NaN,NaN,NaN,NaN,0,BDM,NaN,NaN,1,10:30:41.419,1,18,1,BDM,6,15.8068852650916
2.71666666666667,4,0.878341545692274,1.05400985483073,1.2,1.2,NaN,19,0.121658454307726,16,2019-15-04,3,2,10:31:07.342,0.566666666666667,1.06666666666667,7,0,0.39764909645215,ordered,1,84.2105263157895,NaN,win_paid,2,1,0.7,0.7,1.5,2,10,0,NaN,NaN,NaN,NaN,0,BDM,NaN,NaN,0,10:30:57.336,1,19,1,BDM,6,16.8608951199224
2.8,4,1,1.2,1.2,1.2,NaN,20,0.88415305774966,17,2019-15-04,3,2,10:31:21.050,0.383333333333333,1.11666666666667,7,0,0.287182673743429,ordered,0,85,NaN,lose,0,1,0,0.35,1.5,1,10,0,NaN,NaN,NaN,NaN,0,BDM,NaN,NaN,0,10:31:11.337,1,20,1,BDM,7,18.0608951199223
3.93333333333333,4,0.905721609935854,1.08686593192302,1.2,1.2,NaN,21,0.0942783900641461,18,2019-15-04,3,2,10:31:35.564,0.3,0.5,8.05,0,0.28599845419725,ordered,1,85.7142857142857,NaN,win_paid,3,1,1.05,1.05,1.5,3,11,0,NaN,NaN,NaN,NaN,0,BDM,NaN,NaN,0,10:31:26.184,1,21,1,BDM,7,19.1477610518454
2.13333333333333,4,1,1.2,1.2,1.2,NaN,22,0.930040626107489,19,2019-15-04,3,2,10:31:48.466,0.5,0.866666666666667,8.05,0,0.517489248757576,ordered,0,86.3636363636364,NaN,lose,0,1,0,0.7,1.5,2,11,0,NaN,NaN,NaN,NaN,0,BDM,NaN,NaN,0,10:31:38.969,1,22,1,BDM,8,20.3477610518454
2,4,0.600980030965445,0.721176037158533,1.2,1.2,NaN,23,0.399019969034555,20,2019-15-04,3,2,10:32:01.685,0.55,1.25,8.4,0,0.443915186931193,ordered,1,86.9565217391304,NaN,win_paid,1,1,0.35,0.35,1.5,1,12,0,NaN,NaN,NaN,NaN,1,BDM,NaN,NaN,0,10:31:51.685,1,23,1,BDM,8,21.0689370890039
3.5,4,0.952598537970849,1.14311824556502,1.2,1.2,NaN,24,0.0474014620291507,21,2019-15-04,3,2,10:32:16.506,0.65,1.05,9.45,0,0.350995323036428,ordered,1,87.5,NaN,win_paid,3,1,1.05,1.05,1.5,3,13,0,NaN,NaN,NaN,NaN,1,BDM,NaN,NaN,0,10:32:06.402,1,24,1,BDM,8,22.2120553345689
2.6,4,0.65762649683926,0.789151796207112,1.2,1.2,NaN,25,0.34237350316074,22,2019-15-04,3,2,10:32:29.895,0.466666666666667,0.6,10.5,0,0.575330672958961,ordered,1,88,NaN,win_paid,3,1,1.05,1.05,1.5,3,14,0,NaN,NaN,NaN,NaN,1,BDM,NaN,NaN,0,10:32:20.336,1,25,1,BDM,8,23.001207130776
2,4,1,1.2,1.2,1.2,NaN,26,0.735966158880164,23,2019-15-04,3,2,10:32:42.931,0.616666666666667,0.883333333333333,10.5,0,0.239430089575985,ordered,0,88.4615384615385,NaN,lose,0,1,0,0.7,1.5,2,14,0,NaN,NaN,NaN,NaN,0,BDM,NaN,NaN,0,10:32:33.167,1,26,1,BDM,9,24.201207130776
2,4,1,1.2,1.2,1.2,NaN,27,0.794682157333805,24,2019-15-04,3,2,10:32:55.632,0.666666666666667,0.5,10.5,0,0.210139412885948,ordered,0,88.8888888888889,NaN,lose,0,1,0,0.35,1.5,1,14,0,NaN,NaN,NaN,NaN,1,BDM,NaN,NaN,0,10:32:46.186,1,27,1,BDM,10,25.401207130776
3.75,4,1,1.2,1.2,1.2,NaN,28,0.544905898244672,25,2019-15-04,3,2,10:33:09.817,0.333333333333333,0.533333333333333,10.5,0,0.498589639376191,ordered,0,89.2857142857143,NaN,lose,0,1,0,0.7,1.5,2,14,0,NaN,NaN,NaN,NaN,1,BDM,NaN,NaN,0,10:33:00.619,1,28,1,BDM,11,26.601207130776
4,4,1,1.2,1.2,1.2,NaN,29,0.686223462984041,26,2019-15-04,3,2,10:33:24.833,0.516666666666667,0.983333333333333,10.5,0,0.542172404591095,ordered,0,89.6551724137931,NaN,lose,0,1,0,0.35,1.5,1,14,0,NaN,NaN,NaN,NaN,1,BDM,NaN,NaN,0,10:33:15.084,1,29,1,BDM,12,27.801207130776
3.3,4,1,1.2,1.2,1.2,NaN,30,0.893632695933602,27,2019-15-04,3,2,10:33:39.284,0.466666666666667,1.08333333333333,10.5,0,0.380751017055965,ordered,0,90,NaN,lose,0,1,0,1.05,1.5,3,14,0,NaN,NaN,NaN,NaN,1,BDM,NaN,NaN,0,10:33:29.352,1,30,1,BDM,13,29.001207130776
2.66666666666667,4,0.945208210080268,1.13424985209632,1.2,1.2,NaN,31,0.0547917899197324,28,2019-15-04,3,2,10:33:52.938,0.516666666666667,0.816666666666667,11.55,0,0.281076071986717,ordered,1,90.3225806451613,NaN,win_paid,3,1,1.05,1.05,1.5,3,15,0,NaN,NaN,NaN,NaN,1,BDM,NaN,NaN,0,10:33:43.201,1,31,1,BDM,13,30.1354569828724
2.38333333333333,4,1,1.2,1.2,1.2,NaN,32,0.303661379717016,29,2019-15-04,3,2,10:34:06.166,0.366666666666667,1,11.55,0,0.257927339619789,ordered,0,90.625,NaN,lose,0,1,0,0.7,1.5,2,15,0,NaN,NaN,NaN,NaN,0,BDM,NaN,NaN,0,10:33:56.600,1,32,1,BDM,14,31.3354569828724
2.5,4,0.953808443668452,1.14457013240214,1.2,1.2,NaN,33,0.0461915563315478,30,2019-15-04,3,2,10:34:19.773,0.616666666666667,0.983333333333333,11.9,0,0.446533828973396,ordered,1,90.9090909090909,NaN,win_paid,1,1,0.35,0.35,1.5,1,16,0,NaN,NaN,NaN,NaN,1,BDM,NaN,NaN,0,10:34:09.885,1,33,1,BDM,14,32.4800271152745
3.51666666666667,4,0.804523236366202,0.965427883639442,1.2,1.2,NaN,34,0.195476763633798,31,2019-15-04,3,2,10:34:33.909,0.7,0.5,12.25,0,0.202452276134885,ordered,1,91.1764705882353,NaN,win_paid,1,1,0.35,0.35,1.5,1,17,0,NaN,NaN,NaN,NaN,0,BDM,NaN,NaN,0,10:34:24.535,1,34,1,BDM,14,33.4454549989139
2.33333333333333,4,1,1.2,1.2,1.2,NaN,35,0.720165802516526,32,2019-15-04,3,2,10:34:47.349,0.3,1.35,12.25,0,0.182737445985188,ordered,0,91.4285714285714,NaN,lose,0,1,0,0.7,1.5,2,17,0,NaN,NaN,NaN,NaN,0,BDM,NaN,NaN,0,10:34:37.484,1,35,1,BDM,15,34.6454549989139
2.13333333333333,4,1,1.2,1.2,1.2,NaN,36,0.721753273499297,33,2019-15-04,3,2,10:34:59.699,0.3,0.5,12.25,0,0.388642336582886,ordered,0,91.6666666666667,NaN,lose,0,1,0,1.05,1.5,3,17,0,NaN,NaN,NaN,NaN,0,BDM,NaN,NaN,0,10:34:50.751,1,36,1,BDM,16,35.8454549989139
4,4,1,1.2,1.2,1.2,NaN,37,0.877799071151527,34,2019-15-04,3,2,10:35:14.944,0.7,0.816666666666667,12.25,0,0.594011373558987,ordered,0,91.8918918918919,NaN,lose,0,1,0,0.7,1.5,2,17,0,NaN,NaN,NaN,NaN,1,BDM,NaN,NaN,0,10:35:04.968,1,37,1,BDM,17,37.0454549989139
3.58333333333333,4,1,1.2,1.2,1.2,NaN,38,0.58243296448741,35,2019-15-04,3,2,10:35:29.216,0.483333333333333,0.533333333333333,12.25,0,0.317169883567794,ordered,0,92.1052631578947,NaN,lose,0,1,0,0.35,1.5,1,17,0,NaN,NaN,NaN,NaN,1,BDM,NaN,NaN,0,10:35:19.883,1,38,1,BDM,18,38.2454549989139
3.43333333333333,4,0.92931566461335,1.11517879753602,1.2,1.2,NaN,39,0.07068433538665,36,2019-15-04,3,2,10:35:44.150,0.7,1.13333333333333,13.3,0,0.31527046731561,ordered,1,92.3076923076923,NaN,win_paid,3,1,1.05,1.05,1.5,3,18,0,NaN,NaN,NaN,NaN,0,BDM,NaN,NaN,0,10:35:33.901,1,39,1,BDM,18,39.36063379645
2,4,1,1.2,1.2,1.2,NaN,40,0.922744570189092,37,2019-15-04,3,2,10:35:57.063,0.55,0.733333333333333,13.3,0,0.200367372274348,ordered,0,92.5,NaN,lose,0,1,0,0.7,1.5,2,18,0,NaN,NaN,NaN,NaN,0,BDM,NaN,NaN,0,10:35:47.516,1,40,1,BDM,19,40.56063379645
2.26666666666667,4,NaN,0,1.2,1.2,NaN,41,0.800372092351107,37,2019-15-04,4,8.68333333333333,10:36:12.649,0.7,0.5,13.3,0,NaN,ordered,NaN,90.2439024390244,NaN,fail_monkey_bidding_activity,NaN,1,0,0.35,1.5,1,18,0,NaN,NaN,NaN,NaN,1,BDM,NaN,NaN,1,10:36:00.634,1,41,1,BDM,19,40.56063379645
3.05,4,1,1.2,1.2,1.2,NaN,42,0.800372092351107,38,2019-15-04,4,2,10:36:26.099,0.366666666666667,0.5,13.3,0,0.228386456814139,ordered,0,90.4761904761905,NaN,lose,0,1,0,0.35,1.5,1,18,0,NaN,NaN,NaN,NaN,1,BDM,NaN,NaN,0,10:36:17.001,1,42,1,BDM,20,41.76063379645
3.36666666666667,4,0.714053143579637,0.856863772295564,1.2,1.2,NaN,43,0.285946856420363,39,2019-15-04,4,2,10:36:40.591,0.533333333333333,0.783333333333333,14.35,0,0.358369553531407,ordered,1,90.6976744186046,NaN,win_paid,3,1,1.05,1.05,1.5,3,19,0,NaN,NaN,NaN,NaN,0,BDM,NaN,NaN,0,10:36:30.734,1,43,1,BDM,20,42.6174975687455
2.2,4,1,1.2,1.2,1.2,NaN,44,0.543663232841362,40,2019-15-04,4,2,10:36:53.783,0.55,1.05,14.35,0,0.291233701442425,ordered,0,90.9090909090909,NaN,lose,0,1,0,0.35,1.5,1,19,0,NaN,NaN,NaN,NaN,1,BDM,NaN,NaN,0,10:36:44.068,1,44,1,BDM,21,43.8174975687455
2.41666666666667,4,1,1.2,1.2,1.2,NaN,45,0.98477623697061,41,2019-15-04,4,2,10:37:06.800,0.6,0.5,14.35,0,0.380767695289347,ordered,0,91.1111111111111,NaN,lose,0,1,0,0.7,1.5,2,19,0,NaN,NaN,NaN,NaN,1,BDM,NaN,NaN,0,10:36:57.488,1,45,1,BDM,22,45.0174975687455
