y_adjust,monkey_bid,remaining_budget,reward,computer_bid,offer_value,win,budget_liquid,reward_liquid,monkey_final_bid,task_failure
-608,0.883237129053821,0.441737563672197,2,0.558262436327803,2,1,0.530085076406636,0.45,0.883237129053821,NaN
0,0.430322917687191,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,non_targeted_bidding
0,0.129603219292212,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,non_targeted_bidding
0,0.791213053728334,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,non_targeted_bidding
0,0.798780883366902,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,non_targeted_bidding
0,0.590328722917729,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,non_targeted_bidding
0,0.581628181530191,NaN,NaN,NaN,3,NaN,NaN,NaN,NaN,non_targeted_bidding
0,0.919804341253932,NaN,NaN,NaN,3,NaN,NaN,NaN,NaN,non_targeted_bidding
0,0.735967674838477,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,non_targeted_bidding
0,0.932259358010751,NaN,NaN,NaN,3,NaN,NaN,NaN,NaN,non_targeted_bidding
0,0.971253016608462,NaN,NaN,NaN,3,NaN,NaN,NaN,NaN,non_targeted_bidding
0,0.660363538349176,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,non_targeted_bidding
0,0.943918069129608,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,non_targeted_bidding
0,0.60247360318711,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,non_targeted_bidding
0,0.546271726628057,0.98612184829594,1,0.0138781517040596,1,1,1.18334621795513,0.15,0.546271726628057,NaN
0,0.0462330546826333,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,non_targeted_bidding
0,0.0771181385965113,1,0,0.498132639892289,1,0,1.2,-0.15,0.0771181385965113,NaN
0,0.507770918250206,NaN,NaN,NaN,3,NaN,NaN,NaN,NaN,non_targeted_bidding
0,0.691730330006026,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,non_targeted_bidding
0,0.591145341855866,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,non_targeted_bidding
0,0.612206118480905,NaN,NaN,NaN,3,NaN,NaN,NaN,NaN,non_targeted_bidding
0,0.466086777627371,NaN,NaN,NaN,3,NaN,NaN,NaN,NaN,non_targeted_bidding
0,0.932934195344624,NaN,NaN,NaN,3,NaN,NaN,NaN,NaN,non_targeted_bidding
0,0.600125460688618,NaN,NaN,NaN,3,NaN,NaN,NaN,NaN,non_targeted_bidding
0,0.852734188881212,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,non_targeted_bidding
0,0.50523893262304,1,0,0.953324560578286,1,0,1.2,-0.15,0.50523893262304,NaN
0,0.329637093650273,0.976974798921498,3,0.0230252010785022,3,1,1.1723697587058,0.75,0.329637093650273,NaN
0,0.977111677239755,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,non_targeted_bidding
0,0.842517166174932,0.185656556562945,2,0.814343443437055,2,1,0.222787867875534,0.45,0.842517166174932,NaN
0,0.512443756632252,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,non_targeted_bidding
733.22139570605,0.126436781609195,1,0,0.468038026933407,2,0,1.2,-0.15,0.126436781609195,NaN
-504,0.649679636419566,1,0,0.655999300691984,1,0,1.2,-0.15,0.649679636419566,NaN
0,0.725836441758601,NaN,NaN,NaN,3,NaN,NaN,NaN,NaN,non_targeted_bidding
0,0.0880660655491241,NaN,NaN,NaN,3,NaN,NaN,NaN,NaN,non_targeted_bidding
0,0.917041908538432,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,non_targeted_bidding
0,0.0832445746438403,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,non_targeted_bidding
0,0.0387307605309443,NaN,NaN,NaN,3,NaN,NaN,NaN,NaN,non_targeted_bidding
0,0.25510239139858,1,0,0.613688988235992,2,0,1.2,-0.15,0.25510239139858,NaN
0,0.669049772401605,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,non_targeted_bidding
0,0.553695198495965,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,non_targeted_bidding
0,0.502651253468736,NaN,NaN,NaN,3,NaN,NaN,NaN,NaN,non_targeted_bidding
0,0.304332226927017,NaN,NaN,NaN,3,NaN,NaN,NaN,NaN,non_targeted_bidding
0,0.0866065797545608,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,non_targeted_bidding
0,0.822829705123251,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,non_targeted_bidding
0,0.974741197171824,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,non_targeted_bidding
0,0.395689942035208,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,non_targeted_bidding
0,0.00479770587420542,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,non_targeted_bidding
0,0.399814391085355,1,0,0.534212102193469,3,0,1.2,-0.15,0.399814391085355,NaN
0,0.966232061656175,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,non_targeted_bidding
0,0.418913670442913,NaN,NaN,NaN,3,NaN,NaN,NaN,NaN,non_targeted_bidding
0,0.155977451598068,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,non_targeted_bidding
10.8237750712028,0.485057471264368,0.88273165775417,1,0.11726834224583,1,1,1.059277989305,0.15,0.485057471264368,NaN
0,0.385607990138328,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,non_targeted_bidding
0,0.695761342083431,NaN,NaN,NaN,3,NaN,NaN,NaN,NaN,non_targeted_bidding
0,0.926014741439674,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,non_targeted_bidding
0,0.463943123358966,NaN,NaN,NaN,3,NaN,NaN,NaN,NaN,non_targeted_bidding
0,0.807474279695952,NaN,NaN,NaN,3,NaN,NaN,NaN,NaN,non_targeted_bidding
0,0.473857407697104,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,non_targeted_bidding
