y_adjust,monkey_bid,remaining_budget,reward,computer_bid,offer_value,win,budget_liquid,reward_liquid,monkey_final_bid,task_failure
184,0.404037626966974,NaN,NaN,NaN,3,NaN,NaN,NaN,NaN,no_fixation
-80,0.258556844764492,0.771741325597746,1,0.228258674402254,1,1,0.926089590717295,0.15,0.258556844764492,NaN
248,0.442093707814278,1,0,0.52125974644451,1,0,1.2,-0.15,0.442093707814278,NaN
528,0.067278057009682,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,no_fixation
-408,0.515754870527014,0.498103500718538,2,0.501896499281462,2,1,0.597724200862245,0.45,0.515754870527014,NaN
0,0.434786835043191,0.762305366223707,3,0.237694633776293,3,1,0.914766439468449,0.75,0.434786835043191,NaN
0,0.869286068417247,0.954451439778283,3,0.0455485602217167,3,1,1.14534172773394,0.75,0.869286068417247,NaN
-368,0.786992211037375,0.738971030670556,2,0.261028969329444,2,1,0.886765236804667,0.45,0.786992211037375,NaN
-368,0.805627470929699,0.862495405325475,3,0.137504594674525,3,1,1.03499448639057,0.75,0.805627470929699,NaN
-416,0.657212605386669,0.349718075354509,2,0.650281924645492,2,1,0.41966169042541,0.45,0.657212605386669,NaN
-144,0.62252861810453,0.716808376920129,1,0.283191623079871,1,1,0.860170052304155,0.15,0.62252861810453,NaN
-48,0.196715283948763,1,0,0.599147815364284,2,0,1.2,-0.15,0.196715283948763,NaN
8,0.196261817986549,1,0,0.967461826629827,2,0,1.2,-0.15,0.196261817986549,NaN
304,0.437181987326101,1,0,0.73049713487426,1,0,1.2,-0.15,0.437181987326101,NaN
-344,0.72471241224003,1,0,0.840067505359604,1,0,1.2,-0.15,0.72471241224003,NaN
296,0.602490466256081,0.588713215308715,2,0.411286784691285,2,1,0.706455858370458,0.45,0.602490466256081,NaN
-352,0.512399518491915,0.784338313823902,3,0.215661686176098,3,1,0.941205976588683,0.75,0.512399518491915,NaN
0,0.173049726251245,1,0,0.610963765964978,3,0,1.2,-0.15,0.173049726251245,NaN
64,0.394703189772721,0.991564271975451,3,0.00843572802454896,3,1,1.18987712637054,0.75,0.394703189772721,NaN
104,0.441130440607521,0.691251833151389,2,0.308748166848611,2,1,0.829502199781667,0.45,0.441130440607521,NaN
-128,0.378820736790811,0.625164936007978,1,0.374835063992022,1,1,0.750197923209574,0.15,0.378820736790811,NaN
-192,0.447870511661381,0.720549856803913,1,0.279450143196087,1,1,0.864659828164695,0.15,0.447870511661381,NaN
-448,0.780710725302465,1,0,0.939361802976538,3,0,1.2,-0.15,0.780710725302465,NaN
-184,0.805226740396123,0.521105814084156,2,0.478894185915844,2,1,0.625326976900987,0.45,0.805226740396123,NaN
168,0.490431240844814,0.56072244055348,3,0.43927755944652,3,1,0.672866928664176,0.75,0.490431240844814,NaN
128,0.213934060583902,0.862523476042296,3,0.137476523957704,3,1,1.03502817125075,0.75,0.213934060583902,NaN
208,0.332876773692894,0.814801576368756,1,0.185198423631244,1,1,0.977761891642508,0.15,0.332876773692894,NaN
288,0.467765556630916,0.713775550878772,3,0.286224449121228,3,1,0.856530661054526,0.75,0.467765556630916,NaN
-200,0.282341632458661,1,0,0.807754610335659,1,0,1.2,-0.15,0.282341632458661,NaN
400,0.460031976821682,0.995122085716958,2,0.00487791428304224,2,1,1.19414650286035,0.45,0.460031976821682,NaN
-48,0.167016289416123,1,0,0.853249464709558,1,0,1.2,-0.15,0.167016289416123,NaN
-328,0.827921595346655,0.953215240711409,1,0.0467847592885909,1,1,1.14385828885369,0.15,0.827921595346655,NaN
160,0.139826707429025,1,0,0.551308932511699,2,0,1.2,-0.15,0.139826707429025,NaN
-296,0.540739160237455,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,no_fixation
712,0.145003197770196,1,0,0.539986650354289,1,0,1.2,-0.15,0.145003197770196,NaN
72,0.262400642777886,1,0,0.60729224126981,3,0,1.2,-0.15,0.262400642777886,NaN
-208,0.703851558663375,0.939205045006222,3,0.0607949549937783,3,1,1.12704605400747,0.75,0.703851558663375,NaN
424,0.152038042698331,1,0,0.254872656965572,3,0,1.2,-0.15,0.152038042698331,NaN
152,0.522642981335493,1,0,0.664709270679838,3,0,1.2,-0.15,0.522642981335493,NaN
-336,0.672876270961242,0.419544433172211,3,0.580455566827789,3,1,0.503453319806653,0.75,0.672876270961242,NaN
248,0.419841648734561,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,no_fixation
-200,0.754605397802411,0.739065697827956,2,0.260934302172044,2,1,0.886878837393547,0.45,0.754605397802411,NaN
-168,0.788918577711003,0.229023137337077,1,0.770976862662923,1,1,0.274827764804493,0.15,0.788918577711003,NaN
-128,0.41419133817814,1,0,0.424994224439838,3,0,1.2,-0.15,0.41419133817814,NaN
-416,0.746152538622607,0.350260227427373,2,0.649739772572627,2,1,0.420312272912848,0.45,0.746152538622607,NaN
433.306393264825,0.275862068965517,0.755520525315135,2,0.244479474684865,2,1,0.906624630378162,0.45,0.275862068965517,NaN
-144,0.374047959277981,1,0,0.680851573988485,3,0,1.2,-0.15,0.374047959277981,NaN
-24,0.352731320523172,0.881019593829014,2,0.118980406170986,2,1,1.05722351259482,0.45,0.352731320523172,NaN
72,0.28307254198313,1,0,0.406541649543736,1,0,1.2,-0.15,0.28307254198313,NaN
104,0.580130594144396,0.819686649648813,2,0.180313350351187,2,1,0.983623979578576,0.45,0.580130594144396,NaN
-288,0.515031335566539,1,0,0.96539493402962,3,0,1.2,-0.15,0.515031335566539,NaN
-600,0.704177508794558,1,0,0.705668019167236,1,0,1.2,-0.15,0.704177508794558,NaN
-224,0.425381661388271,0.979036489456128,3,0.0209635105438716,3,1,1.17484378734735,0.75,0.425381661388271,NaN
-576,0.789291499288158,0.968672767566833,1,0.0313272324331672,1,1,1.1624073210802,0.15,0.789291499288158,NaN
166.523408511534,0.788505747126437,0.719191339282643,2,0.280808660717357,2,1,0.863029607139172,0.45,0.788505747126437,NaN
680,0.151319673859233,1,0,0.223261223391353,3,0,1.2,-0.15,0.151319673859233,NaN
-96,0.125730051619294,0.991927561950158,1,0.00807243804984235,1,1,1.19031307434019,0.15,0.125730051619294,NaN
-152,0.45087487871412,1,0,0.727218332510607,2,0,1.2,-0.15,0.45087487871412,NaN
776,0.0339010642571804,1,0,0.965428051365876,2,0,1.2,-0.15,0.0339010642571804,NaN
-232,0.354074371665461,1,0,0.993757148174203,1,0,1.2,-0.15,0.354074371665461,NaN
