y_adjust,monkey_bid,win,remaining_budget,reward,computer_bid,offer_value,budget_liquid,monkey_final_bid,task_failure,reward_liquid
-160,0.427255859299187,0,1,0,0.637339065595249,2,1.2,0.427255859299187,NaN,-0.15
408,0.188527277265436,0,1,0,0.961126097181778,1,1.2,0.188527277265436,NaN,-0.15
216,0.166869966032967,0,1,0,0.178296861024757,2,1.2,0.166869966032967,NaN,-0.15
576,0.0907324649357462,1,0.947249343386681,1,0.0527506566133191,1,1.13669921206402,0.0907324649357462,NaN,0.15
472,0.155640314200329,0,1,0,0.540371185503635,3,1.2,0.155640314200329,NaN,-0.15
136,0.168847539424006,0,1,0,0.726082253890222,2,1.2,0.168847539424006,NaN,-0.15
-160,0.410334202809698,1,0.843419737176517,1,0.156580262823483,1,1.01210368461182,0.410334202809698,NaN,0.15
312,0.52623896765378,0,1,0,0.755697997710286,1,1.2,0.52623896765378,NaN,-0.15
0,0.414611475722799,NaN,NaN,NaN,NaN,2,NaN,NaN,non_targeted_bidding,NaN
0,0.369478638494217,NaN,NaN,NaN,NaN,1,NaN,NaN,non_targeted_bidding,NaN
0,0.662119402642954,1,0.4327267946604,3,0.5672732053396,3,0.51927215359248,0.662119402642954,NaN,0.75
0,0.829805308727339,NaN,NaN,NaN,NaN,2,NaN,NaN,non_targeted_bidding,NaN
288,0.478712426556799,1,0.876373096125068,1,0.123626903874932,1,1.05164771535008,0.478712426556799,NaN,0.15
336,0.126290947353323,0,1,0,0.283493438568024,2,1.2,0.126290947353323,NaN,-0.15
-688,0.852143467198132,0,1,0,0.879101763523717,1,1.2,0.852143467198132,NaN,-0.15
0,0.815230186286304,NaN,NaN,NaN,NaN,3,NaN,NaN,non_targeted_bidding,NaN
-320,0.369511784879897,1,0.784410377328442,3,0.215589622671558,3,0.94129245279413,0.369511784879897,NaN,0.75
0,0.807173497907401,NaN,NaN,NaN,NaN,3,NaN,NaN,non_targeted_bidding,NaN
0,0.247183309370985,NaN,NaN,NaN,NaN,3,NaN,NaN,non_targeted_bidding,NaN
0,0.163964015240685,NaN,NaN,NaN,NaN,3,NaN,NaN,non_targeted_bidding,NaN
0,0.815259595455083,NaN,NaN,NaN,NaN,1,NaN,NaN,non_targeted_bidding,NaN
0,0.546044473915517,NaN,NaN,NaN,NaN,2,NaN,NaN,non_targeted_bidding,NaN
0,0.601610926010571,0,1,0,0.69633303724321,1,1.2,0.601610926010571,NaN,-0.15
0,0.17200271330292,NaN,NaN,NaN,NaN,3,NaN,NaN,non_targeted_bidding,NaN
-608.005661855521,0.790804597701149,1,0.528754025332371,2,0.471245974667629,2,0.634504830398846,0.790804597701149,NaN,0.45
-504,0.603310443011158,1,0.936152698909354,2,0.0638473010906456,2,1.12338323869123,0.603310443011158,NaN,0.45
0,0.778215236772735,NaN,NaN,NaN,NaN,2,NaN,NaN,non_targeted_bidding,NaN
-208,0.311576033445752,0,1,0,0.849630769542282,2,1.2,0.311576033445752,NaN,-0.15
295.812181586492,0.567816091954023,0,1,0,0.832351699266528,3,1.2,0.567816091954023,NaN,-0.15
530.973657157166,0.154022988505747,NaN,NaN,NaN,NaN,3,NaN,NaN,non_targeted_bidding,NaN
-272,0.582096137595515,NaN,NaN,NaN,NaN,1,NaN,NaN,unfinished_bidding,NaN
