y_adjust,monkey_bid,remaining_budget,reward,computer_bid,offer_value,win,budget_liquid,reward_liquid,monkey_final_bid,task_failure
0,0.812526044381069,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,non_targeted_bidding
0,0.793023550943381,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,non_targeted_bidding
0,0.100468741889904,1,0,0.83004166464838,2,0,1.2,-0.15,0.100468741889904,NaN
0,0.855106616341767,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,non_targeted_bidding
0,0.859602824609557,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,non_targeted_bidding
0,0.470043730142697,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,non_targeted_bidding
88,0.151443329492785,1,0,0.642510598063343,2,0,1.2,-0.15,0.151443329492785,NaN
-24,0.861851109860904,0.494574928385555,3,0.505425071614445,3,1,0.593489914062666,0.75,0.861851109860904,NaN
290.123505543676,0.604597701149425,0.98692542998395,2,0.0130745700160501,2,1,1.18431051598074,0.45,0.604597701149425,NaN
72,0.152108529179627,0.9517351077861,2,0.0482648922139,2,1,1.14208212934332,0.45,0.152108529179627,NaN
-416,0.849146542350014,0.531034771503617,1,0.468965228496383,1,1,0.63724172580434,0.15,0.849146542350014,NaN
200,0.0508745718608284,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,unfinished_bidding
0,0.709123262470336,1,0,0.819274369403254,3,0,1.2,-0.15,0.709123262470336,NaN
0,0.817499605557826,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,non_targeted_bidding
0,0.349112872039891,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,non_targeted_bidding
0,0.943658900701772,0.356974370807052,3,0.643025629192948,3,1,0.428369244968463,0.75,0.943658900701772,NaN
296,0.0782168679391027,1,0,0.819568767457101,1,0,1.2,-0.15,0.0782168679391027,NaN
0,0.733986825234804,0.540226227796076,2,0.459773772203924,2,1,0.648271473355292,0.45,0.733986825234804,NaN
0,0.835166819073823,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,non_targeted_bidding
0,0.0741375115027616,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,non_targeted_bidding
0,0.862248927111022,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,non_targeted_bidding
0,0.816384303422229,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,non_targeted_bidding
0,0.852245273315788,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,non_targeted_bidding
0,0.439728263529075,NaN,NaN,NaN,3,NaN,NaN,NaN,NaN,non_targeted_bidding
0,0.953511530166355,NaN,NaN,NaN,3,NaN,NaN,NaN,NaN,non_targeted_bidding
0,0.10447812802088,NaN,NaN,NaN,3,NaN,NaN,NaN,NaN,non_targeted_bidding
0,0.884295629203326,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,non_targeted_bidding
