y_adjust,monkey_bid,win,remaining_budget,reward,computer_bid,offer_value,budget_liquid,monkey_final_bid,task_failure,reward_liquid
0,0.62071250178107,1,0.391085441429005,1,0.608914558570995,1,0.469302529714806,0.62071250178107,NaN,0.15
608,0.205440031727069,0,1,0,0.847728738622009,1,1.2,0.205440031727069,NaN,-0.15
-112,0.698753168351975,1,0.949359185622373,2,0.050640814377627,2,1.13923102274685,0.698753168351975,NaN,0.45
184,0.671797098403873,1,0.492783155138883,1,0.507216844861117,1,0.59133978616666,0.671797098403873,NaN,0.15
255.172393901695,0.15632183908046,0,1,0,0.485732322709169,1,1.2,0.15632183908046,NaN,-0.15
-336,0.79062558317909,1,0.876880320387866,1,0.123119679612134,1,1.05225638446544,0.79062558317909,NaN,0.15
-120,0.838170141694282,1,0.366881150517184,3,0.633118849482816,3,0.44025738062062,0.838170141694282,NaN,0.75
88,0.244557413324563,0,1,0,0.347278507963174,3,1.2,0.244557413324563,NaN,-0.15
12.2736754891248,0.972413793103448,1,0.556563362220935,3,0.443436637779065,3,0.667876034665122,0.972413793103448,NaN,0.75
336,0.196508119684986,NaN,NaN,NaN,NaN,3,NaN,NaN,no_fixation,NaN
0,0.358723728019921,NaN,NaN,NaN,NaN,3,NaN,NaN,no_fixation,NaN
0,0.243949960077271,NaN,NaN,NaN,NaN,1,NaN,NaN,no_fixation,NaN
-345.788359817728,0.459770114942529,NaN,NaN,NaN,NaN,3,NaN,NaN,no_fixation,NaN
224,0.324989793714771,NaN,NaN,NaN,NaN,3,NaN,NaN,no_fixation,NaN
-104,0.346241910577882,1,0.866209045789103,2,0.133790954210897,2,1.03945085494692,0.346241910577882,NaN,0.45
-448,0.882868282973161,1,0.664364442465995,3,0.335635557534005,3,0.797237330959195,0.882868282973161,NaN,0.75
136,0.731851878716616,1,0.437408912467431,3,0.562591087532569,3,0.524890694960918,0.731851878716616,NaN,0.75
248,0.469677060926518,1,0.880215962763243,1,0.119784037236757,1,1.05625915531589,0.469677060926518,NaN,0.15
-104,0.933370822153105,0,1,0,0.960177066972209,3,1.2,0.933370822153105,NaN,-0.15
434.48672414577,0.411494252873563,0,1,0,0.938090730199414,2,1.2,0.411494252873563,NaN,-0.15
152,0.660816853875433,1,0.35501069167953,3,0.64498930832047,3,0.426012830015437,0.660816853875433,NaN,0.75
136,0.309595047263333,0,1,0,0.929398134686135,1,1.2,0.309595047263333,NaN,-0.15
0,0.863296661852027,1,0.527192746361828,2,0.472807253638172,2,0.632631295634194,0.863296661852027,NaN,0.45
0,0.193030139526575,0,1,0,0.470145761946794,3,1.2,0.193030139526575,NaN,-0.15
0,0.146246419917579,0,1,0,0.710111084514002,3,1.2,0.146246419917579,NaN,-0.15
296,0.584191853662797,1,0.613656147261828,1,0.386343852738172,1,0.736387376714194,0.584191853662797,NaN,0.15
0,0.685579833064517,NaN,NaN,NaN,NaN,3,NaN,NaN,no_fixation,NaN
0,0.221093268067611,0,1,0,0.429967333867145,3,1.2,0.221093268067611,NaN,-0.15
0.652683662324307,0.0919540229885057,0,1,0,0.387852938161462,3,1.2,0.0919540229885057,NaN,-0.15
352,0.411272924985376,0,1,0,0.805842771415557,2,1.2,0.411272924985376,NaN,-0.15
80,0.721875601672017,1,0.335661740048004,1,0.664338259951996,1,0.402794088057604,0.721875601672017,NaN,0.15
-240,0.648670278969188,1,0.77285358524159,1,0.22714641475841,1,0.927424302289908,0.648670278969188,NaN,0.15
0,0.247342562355495,0,1,0,0.364345894729428,3,1.2,0.247342562355495,NaN,-0.15
240,0.211289098550075,0,1,0,0.300933260959381,3,1.2,0.211289098550075,NaN,-0.15
0,0.605365595641795,1,0.528608610277934,3,0.471391389722066,3,0.63433033233352,0.605365595641795,NaN,0.75
-400,0.73164237536302,1,0.538082864021181,2,0.461917135978819,2,0.645699436825417,0.73164237536302,NaN,0.45
-320,0.44974360341674,0,1,0,0.458908505834951,2,1.2,0.44974360341674,NaN,-0.15
-264,0.705435183346504,0,1,0,0.792240427936552,2,1.2,0.705435183346504,NaN,-0.15
0,0.864568564836943,1,0.257420216862727,3,0.742579783137273,3,0.308904260235273,0.864568564836943,NaN,0.75
504,0.136640738485891,NaN,NaN,NaN,NaN,3,NaN,NaN,no_fixation,NaN
0,0.0802238696941854,NaN,NaN,NaN,NaN,1,NaN,NaN,no_fixation,NaN
-120,0.88820233468022,NaN,NaN,NaN,NaN,2,NaN,NaN,no_fixation,NaN
312,0.402567812977788,0,1,0,0.481205476057152,1,1.2,0.402567812977788,NaN,-0.15
240,0.615490807327109,1,0.857951322463518,1,0.142048677536482,1,1.02954158695622,0.615490807327109,NaN,0.15
-320,0.594897153837804,1,0.850527609901103,3,0.149472390098897,3,1.02063313188132,0.594897153837804,NaN,0.75
-248,0.615271509699371,0,1,0,0.830993448916744,1,1.2,0.615271509699371,NaN,-0.15
0,0.754501941217958,NaN,NaN,NaN,NaN,2,NaN,NaN,no_fixation,NaN
0,0.0620755859079869,0,1,0,0.362132117667506,1,1.2,0.0620755859079869,NaN,-0.15
370.083572405867,0.174712643678161,0,1,0,0.59448187924371,3,1.2,0.174712643678161,NaN,-0.15
756.575064719384,0,NaN,NaN,NaN,NaN,3,NaN,NaN,no_fixation,NaN
0,0.0977940788516063,NaN,NaN,NaN,NaN,1,NaN,NaN,no_fixation,NaN
-280,0.816282860062835,1,0.836713276130393,1,0.163286723869607,1,1.00405593135647,0.816282860062835,NaN,0.15
368,0.575278923532148,1,0.94067215796341,2,0.05932784203659,2,1.12880658955609,0.575278923532148,NaN,0.45
-528,0.721759144428484,1,0.399024293414116,3,0.600975706585884,3,0.478829152096939,0.721759144428484,NaN,0.75
0,0.102392779864206,NaN,NaN,NaN,NaN,3,NaN,NaN,no_fixation,NaN
0,0.00934547776132329,NaN,NaN,NaN,NaN,1,NaN,NaN,no_fixation,NaN
320,0.368497789773789,0,1,0,0.499253860842421,1,1.2,0.368497789773789,NaN,-0.15
-552,0.634937321427619,1,0.521160770487539,2,0.478839229512462,2,0.625392924585046,0.634937321427619,NaN,0.45
0,0.63219685209032,1,0.664354745746312,3,0.335645254253688,3,0.797225694895574,0.63219685209032,NaN,0.75
-344,0.899595582316207,1,0.38724433032337,2,0.61275566967663,2,0.464693196388043,0.899595582316207,NaN,0.45
