y_adjust,monkey_bid,remaining_budget,reward,computer_bid,offer_value,win,budget_liquid,reward_liquid,monkey_final_bid,task_failure
0,0.719250284659865,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,no_fixation
0,0.0897736340267154,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,no_fixation
-264,0.470334987594643,0.651970926658133,2,0.348029073341867,2,1,0.78236511198976,0.45,0.470334987594643,NaN
-240,0.285650393232389,1,0,0.903093883753335,3,0,1.2,-0.15,0.285650393232389,NaN
-576,0.670833605086091,1,0,0.784084694165417,3,0,1.2,-0.15,0.670833605086091,NaN
453.779313128257,0.291954022988506,NaN,NaN,NaN,3,NaN,NaN,NaN,NaN,no_fixation
0,0.503653463255743,0.732930347062129,1,0.267069652937871,1,1,0.879516416474555,0.15,0.503653463255743,NaN
-424.799740105914,0.579310344827586,1,0,0.910543921078978,1,0,1.2,-0.15,0.579310344827586,NaN
744,0.131643632529561,1,0,0.856449588623497,3,0,1.2,-0.15,0.131643632529561,NaN
0,0.507945945869516,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,no_fixation
639.108239654422,0.2,1,0,0.744050701706499,3,0,1.2,-0.15,0.2,NaN
-224,0.500059106861997,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,no_fixation
-312,0.498584755007416,1,0,0.953728896182568,1,0,1.2,-0.15,0.498584755007416,NaN
-664,0.929222232096096,0.298755686209161,1,0.701244313790839,1,1,0.358506823450994,0.15,0.929222232096096,NaN
0,0.450012851989968,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,no_fixation
-216,0.883546079463691,0.53088036072226,1,0.46911963927774,1,1,0.637056432866712,0.15,0.883546079463691,NaN
0,0.447466356346224,1,0,0.500546058739904,3,0,1.2,-0.15,0.447466356346224,NaN
546.494977159792,0.301149425287356,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,no_fixation
0,0.570013325601951,1,0,0.920879091487613,2,0,1.2,-0.15,0.570013325601951,NaN
-112,0.550604170017302,0.490275565246024,3,0.509724434753976,3,1,0.588330678295229,0.75,0.550604170017302,NaN
0,0.549285442526349,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,no_fixation
0,0.519149058782883,1,0,0.653307128092989,2,0,1.2,-0.15,0.519149058782883,NaN
451.932930399396,0.383908045977012,1,0,0.503908151827725,2,0,1.2,-0.15,0.383908045977012,NaN
616,0.238537105677042,0.889641167866104,3,0.110358832133896,3,1,1.06756940143932,0.75,0.238537105677042,NaN
-296,0.725678980847278,0.486951113312978,3,0.513048886687022,3,1,0.584341335975574,0.75,0.725678980847278,NaN
-504,0.847948801361729,0.754268753137691,1,0.245731246862309,1,1,0.905122503765229,0.15,0.847948801361729,NaN
-456,0.697658775990937,1,0,0.707418021541292,1,0,1.2,-0.15,0.697658775990937,NaN
-168,0.331499006851987,NaN,NaN,NaN,3,NaN,NaN,NaN,NaN,no_fixation
0,0.163629147532857,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,no_fixation
276.589927843625,0.595402298850575,0.50421609504573,1,0.49578390495427,1,1,0.605059314054876,0.15,0.595402298850575,NaN
-160,0.902794640600254,0.097660380642577,1,0.902339619357423,1,1,0.117192456771092,0.15,0.902794640600254,NaN
-32,0.565830178871435,1,0,0.75992245020773,2,0,1.2,-0.15,0.565830178871435,NaN
-160,0.856167073427522,0.184642448451662,1,0.815357551548338,1,1,0.221570938141994,0.15,0.856167073427522,NaN
528,0.285638828837891,1,0,0.778036680521727,1,0,1.2,-0.15,0.285638828837891,NaN
128,0.778185285739107,1,0,0.937400551388248,2,0,1.2,-0.15,0.778185285739107,NaN
421.27645284043,0.337931034482759,1,0,0.381789731648708,3,0,1.2,-0.15,0.337931034482759,NaN
448,0.329741119156527,1,0,0.383889339784772,1,0,1.2,-0.15,0.329741119156527,NaN
-344,0.530854153572889,1,0,0.914785860560461,2,0,1.2,-0.15,0.530854153572889,NaN
-208,0.324662551827568,1,0,0.825336086493269,2,0,1.2,-0.15,0.324662551827568,NaN
593.015421392739,0.264367816091954,NaN,NaN,NaN,3,NaN,NaN,NaN,NaN,no_fixation
168,0.533146595888826,0.996246436416922,1,0.0037535635830775,1,1,1.19549572370031,0.15,0.533146595888826,NaN
368,0.125983071087601,1,0,0.259959319887208,1,0,1.2,-0.15,0.125983071087601,NaN
0,0.60110473510508,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,no_fixation
-504,0.791723810558872,0.246030656656639,2,0.753969343343361,2,1,0.295236787987967,0.45,0.791723810558872,NaN
-240,0.356056682917894,1,0,0.494408405584323,1,0,1.2,-0.15,0.356056682917894,NaN
392,0.539733200342937,1,0,0.555559366463009,1,0,1.2,-0.15,0.539733200342937,NaN
0,0.931911249494106,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,no_fixation
-248,0.504388645659333,0.735065070174221,3,0.264934929825779,3,1,0.882078084209065,0.75,0.504388645659333,NaN
-224,0.452678942544082,1,0,0.99217271099916,3,0,1.2,-0.15,0.452678942544082,NaN
200,0.319284648500105,1,0,0.863897584548478,3,0,1.2,-0.15,0.319284648500105,NaN
0,0.37222947512757,1,0,0.830682046267096,3,0,1.2,-0.15,0.37222947512757,NaN
-160,0.491104190663468,1,0,0.514613257392891,1,0,1.2,-0.15,0.491104190663468,NaN
-24,0.263533310224319,1,0,0.766830677503833,3,0,1.2,-0.15,0.263533310224319,NaN
218.008482842147,0.110344827586207,1,0,0.943124838122651,3,0,1.2,-0.15,0.110344827586207,NaN
672.279993064656,0.144827586206897,1,0,0.828575406737707,2,0,1.2,-0.15,0.144827586206897,NaN
376,0.562210456704965,1,0,0.646092091623827,2,0,1.2,-0.15,0.562210456704965,NaN
466.059945060868,0.328735632183908,NaN,NaN,NaN,3,NaN,NaN,NaN,NaN,no_fixation
-448,0.693098683883772,0.622386466157746,1,0.377613533842254,1,1,0.746863759389295,0.15,0.693098683883772,NaN
456,0.086811469754595,1,0,0.592670652309002,2,0,1.2,-0.15,0.086811469754595,NaN
88,0.648856588518956,0.793305035025474,1,0.206694964974526,1,1,0.951966042030569,0.15,0.648856588518956,NaN
0,0.92951067944176,0.227090084103627,1,0.772909915896373,1,1,0.272508100924353,0.15,0.92951067944176,NaN
520,0.276969180917906,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,no_fixation
