y_adjust,monkey_bid,win,remaining_budget,reward,computer_bid,offer_value,budget_liquid,monkey_final_bid,task_failure,reward_liquid
-409.701618843667,0.512643678160919,1,0.535223481567762,3,0.464776518432238,3,0.642268177881315,0.512643678160919,NaN,0.75
472,0.133548836804415,1,0.944763504724728,3,0.0552364952752721,3,1.13371620566967,0.133548836804415,NaN,0.75
456,0.191799062894864,0,1,0,0.678991393352392,1,1.2,0.191799062894864,NaN,-0.15
640,0.102747094897363,1,0.897400032319808,1,0.102599967680192,1,1.07688003878377,0.102747094897363,NaN,0.15
-48,0.58130970837424,0,1,0,0.941947878790431,3,1.2,0.58130970837424,NaN,-0.15
216,0.734820872599172,1,0.850276024589246,3,0.149723975410754,3,1.0203312295071,0.734820872599172,NaN,0.75
-323.564533284054,0.908045977011494,1,0.92776434884697,3,0.0722356511530297,3,1.11331721861636,0.908045977011494,NaN,0.75
376,0.365643217224839,1,0.729518311431147,2,0.270481688568853,2,0.875421973717376,0.365643217224839,NaN,0.45
679.448349484074,0,NaN,NaN,NaN,NaN,1,NaN,NaN,no_fixation,NaN
-416,0.590884156354538,1,0.42712237081573,1,0.57287762918427,1,0.512546844978876,0.590884156354538,NaN,0.15
336,0.356589705082458,1,0.788777251142486,1,0.211222748857514,1,0.946532701370983,0.356589705082458,NaN,0.15
480,0.293319006666477,0,1,0,0.343789559590606,3,1.2,0.293319006666477,NaN,-0.15
-520,0.709438384281713,NaN,NaN,NaN,NaN,3,NaN,NaN,no_fixation,NaN
-48,0.600190830275088,0,1,0,0.956296783771376,3,1.2,0.600190830275088,NaN,-0.15
-56,0.670354798372836,1,0.462417002780191,3,0.537582997219809,3,0.554900403336229,0.670354798372836,NaN,0.75
-504,0.841539427191426,1,0.81294878074321,2,0.18705121925679,2,0.975538536891851,0.841539427191426,NaN,0.45
-392,0.689652981924864,1,0.37924162133779,3,0.62075837866221,3,0.455089945605348,0.689652981924864,NaN,0.75
160,0.133173111216614,0,1,0,0.370915685886164,3,1.2,0.133173111216614,NaN,-0.15
-96.4610467627577,0.760919540229885,NaN,NaN,NaN,NaN,1,NaN,NaN,no_fixation,NaN
-48,0.118773997527283,0,1,0,0.686878139682502,2,1.2,0.118773997527283,NaN,-0.15
288,0.636948488157691,0,1,0,0.696439039721705,3,1.2,0.636948488157691,NaN,-0.15
368,0.19355146324407,1,0.847804230336213,1,0.152195769663787,1,1.01736507640346,0.19355146324407,NaN,0.15
160,0.17898180081251,0,1,0,0.594893268398937,1,1.2,0.17898180081251,NaN,-0.15
-248,0.467628627768239,0,1,0,0.984919478297708,3,1.2,0.467628627768239,NaN,-0.15
-80,0.212874040525295,0,1,0,0.584590564724761,1,1.2,0.212874040525295,NaN,-0.15
264,0.585757321607139,0,1,0,0.964035691977792,3,1.2,0.585757321607139,NaN,-0.15
72,0.541464932001763,1,0.969406578243077,1,0.0305934217569234,1,1.16328789389169,0.541464932001763,NaN,0.15
176,0.747196926579293,NaN,NaN,NaN,NaN,1,NaN,NaN,no_fixation,NaN
184,0.305884290052473,0,1,0,0.79913747715906,1,1.2,0.305884290052473,NaN,-0.15
