y_adjust,monkey_bid,win,remaining_budget,reward,computer_bid,offer_value,budget_liquid,monkey_final_bid,task_failure,reward_liquid
-64,0.689095098231341,1,0.708416746185654,3,0.291583253814346,3,0.850100095422785,0.689095098231341,NaN,0.75
48,0.111430407982883,0,1,0,0.228258674402254,1,1.2,0.111430407982883,NaN,-0.15
424,0.239794857239566,0,1,0,0.52125974644451,1,1.2,0.239794857239566,NaN,-0.15
456,0.150036677699337,0,1,0,0.908616041383252,2,1.2,0.150036677699337,NaN,-0.15
-432,0.543341077423566,1,0.498103500718538,2,0.501896499281462,2,0.597724200862245,0.543341077423566,NaN,0.45
-104,0.554327064928249,1,0.762305366223707,3,0.237694633776293,3,0.914766439468449,0.554327064928249,NaN,0.75
78.2788795230047,0.779310344827586,1,0.954451439778283,3,0.0455485602217167,3,1.14534172773394,0.779310344827586,NaN,0.75
-393.316776397484,0.816091954022989,NaN,NaN,NaN,NaN,2,NaN,NaN,non_targeted_bidding,NaN
-288,0.713673447941194,1,0.862495405325475,3,0.137504594674525,3,1.03499448639057,0.713673447941194,NaN,0.75
-456,0.703189616880922,1,0.349718075354509,2,0.650281924645492,2,0.41966169042541,0.703189616880922,NaN,0.45
-192,0.677701031897633,1,0.716808376920129,1,0.283191623079871,1,0.860170052304155,0.677701031897633,NaN,0.15
-56,0.205910686247613,0,1,0,0.599147815364284,2,1.2,0.205910686247613,NaN,-0.15
96,0.0951123926991924,0,1,0,0.967461826629827,2,1.2,0.0951123926991924,NaN,-0.15
344,0.391204975831848,0,1,0,0.73049713487426,1,1.2,0.391204975831848,NaN,-0.15
-424,0.816666435228536,0,1,0,0.840067505359604,1,1.2,0.816666435228536,NaN,-0.15
294.16670564279,0.604597701149425,1,0.588713215308715,2,0.411286784691285,2,0.706455858370458,0.604597701149425,NaN,0.45
-376,0.539985725388466,1,0.784338313823902,3,0.215661686176098,3,0.941205976588683,0.539985725388466,NaN,0.75
