y_adjust,monkey_bid,win,remaining_budget,reward,computer_bid,offer_value,budget_liquid,monkey_final_bid,task_failure,reward_liquid
424,0.20373042378077,0,1,0,0.316505310957805,1,1.2,0.20373042378077,NaN,-0.15
-392,0.642334977707967,0,1,0,0.9199810281821,1,1.2,0.642334977707967,NaN,-0.15
56,0.665609965347698,0,1,0,0.785236801680162,1,1.2,0.665609965347698,NaN,-0.15
0,0.500267111606599,0,1,0,0.677572658993237,2,1.2,0.500267111606599,NaN,-0.15
154.184710828466,0.705747126436782,0,1,0,0.858493178051823,2,1.2,0.705747126436782,NaN,-0.15
0,0.996639986337156,NaN,NaN,NaN,NaN,2,NaN,NaN,no_fixation,NaN
736,0.112558208407546,0,1,0,0.834306210372578,3,1.2,0.112558208407546,NaN,-0.15
168,0.413725926377618,0,1,0,0.57650872603811,2,1.2,0.413725926377618,NaN,-0.15
136,0.639496771006905,1,0.752683344668587,3,0.247316655331413,3,0.903220013602305,0.639496771006905,NaN,0.75
272,0.363061131237158,0,1,0,0.559874938574442,1,1.2,0.363061131237158,NaN,-0.15
-48.4662566726947,0.211494252873563,0,1,0,0.286581958230172,1,1.2,0.211494252873563,NaN,-0.15
-80,0.280808270877913,0,1,0,0.352390087278702,2,1.2,0.280808270877913,NaN,-0.15
576,0.20586475780222,0,1,0,0.718630885781207,2,1.2,0.20586475780222,NaN,-0.15
-208,0.431675838582587,0,1,0,0.878299683350868,1,1.2,0.431675838582587,NaN,-0.15
534.484629614408,0.36551724137931,0,1,0,0.559608422729636,3,1.2,0.36551724137931,NaN,-0.15
-80,0.587500509646199,0,1,0,0.727526386281425,1,1.2,0.587500509646199,NaN,-0.15
0,0.318443827770211,1,0.987074408015312,3,0.0129255919846883,3,1.18448928961837,0.318443827770211,NaN,0.75
288,0.643151131114895,0,1,0,0.685400344633644,3,1.2,0.643151131114895,NaN,-0.15
216,0.363649023098062,1,0.972912465266425,1,0.0270875347335755,1,1.16749495831971,0.363649023098062,NaN,0.15
-171.908242386078,0.239080459770115,1,0.859814120029008,1,0.140185879970992,1,1.03177694403481,0.239080459770115,NaN,0.15
-208,0.607121841819915,1,0.686616402421536,1,0.313383597578464,1,0.823939682905843,0.607121841819915,NaN,0.15
367.087965944098,0.577011494252874,1,0.468366715538121,2,0.531633284461879,2,0.562040058645745,0.577011494252874,NaN,0.45
80,0.652752695225335,0,1,0,0.965289730035509,3,1.2,0.652752695225335,NaN,-0.15
0,0.502355497725688,0,1,0,0.886938730771001,2,1.2,0.502355497725688,NaN,-0.15
-552,0.731306950176743,0,1,0,0.91432337153017,3,1.2,0.731306950176743,NaN,-0.15
376,0.132775650671578,0,1,0,0.363195752810618,3,1.2,0.132775650671578,NaN,-0.15
0,0.566261733453411,1,0.57708883245178,1,0.42291116754822,1,0.692506598942136,0.566261733453411,NaN,0.15
88,0.408229712936238,0,1,0,0.860305570205587,2,1.2,0.408229712936238,NaN,-0.15
184,0.754154608545896,1,0.503023813738454,3,0.496976186261546,3,0.603628576486145,0.754154608545896,NaN,0.75
745.334449138975,0.0896551724137931,0,1,0,0.145625119552388,2,1.2,0.0896551724137931,NaN,-0.15
