y_adjust,monkey_bid,win,remaining_budget,reward,computer_bid,offer_value,budget_liquid,monkey_final_bid,task_failure,reward_liquid
-160,0.927280840201931,1,0.615793951403487,2,0.384206048596513,2,0.738952741684184,0.927280840201931,NaN,0.45
-72,0.232650596914301,0,1,0,0.513428681662019,3,1.2,0.232650596914301,NaN,-0.15
-212.456097105613,0.47816091954023,NaN,NaN,NaN,NaN,2,NaN,NaN,no_fixation,NaN
-24,0.712083554778207,1,0.998350711888191,2,0.00164928811180869,2,1.19802085426583,0.712083554778207,NaN,0.45
-368,0.864234454441589,1,0.197009811721173,1,0.802990188278827,1,0.236411774065408,0.864234454441589,NaN,0.15
-368,0.847171415560469,1,0.360107542805641,2,0.639892457194359,2,0.432129051366769,0.847171415560469,NaN,0.45
-320,0.883306976613149,1,0.464905539403004,1,0.535094460596997,1,0.557886647283604,0.883306976613149,NaN,0.15
504,0.295131519323433,0,1,0,0.855336485771228,2,1.2,0.295131519323433,NaN,-0.15
320,0.399521225331909,0,1,0,0.656300791980083,3,1.2,0.399521225331909,NaN,-0.15
-328,0.643261786996723,1,0.94005468553881,1,0.0599453144611898,1,1.12806562264657,0.643261786996723,NaN,0.15
-210.258481970785,0.809195402298851,1,0.546580494334149,1,0.453419505665851,1,0.655896593200978,0.809195402298851,NaN,0.15
0,0.079457101451058,0,1,0,0.133052983193746,3,1.2,0.079457101451058,NaN,-0.15
56,0.249319602908307,1,0.826473685051394,1,0.173526314948606,1,0.991768422061673,0.249319602908307,NaN,0.15
-480,0.824328866642578,1,0.377713634041626,2,0.622286365958375,2,0.453256360849951,0.824328866642578,NaN,0.45
0,0.246397053035614,0,1,0,0.399865725709817,2,1.2,0.246397053035614,NaN,-0.15
136,0.65459860349704,1,0.977833798262746,3,0.0221662017372536,3,1.1734005579153,0.65459860349704,NaN,0.75
152,0.675662156523795,0,1,0,0.935044908359098,2,1.2,0.675662156523795,NaN,-0.15
248,0.450565291471263,1,0.789597993556647,2,0.210402006443353,2,0.947517592267976,0.450565291471263,NaN,0.45
-242.752948230502,0.726436781609195,0,1,0,0.776279516607705,2,1.2,0.726436781609195,NaN,-0.15
464,0.428750787242052,0,1,0,0.905882741994599,2,1.2,0.428750787242052,NaN,-0.15
424,0.454692548801459,NaN,NaN,NaN,NaN,3,NaN,NaN,no_fixation,NaN
0,0.452386669749147,0,1,0,0.779491170246022,3,1.2,0.452386669749147,NaN,-0.15
312,0.0839663669745866,0,1,0,0.325431345892754,2,1.2,0.0839663669745866,NaN,-0.15
144,0.364343658943705,0,1,0,0.645425074922094,1,1.2,0.364343658943705,NaN,-0.15
-62.8383684154235,0.275862068965517,0,1,0,0.700459756381367,1,1.2,0.275862068965517,NaN,-0.15
168,0.071143023363761,NaN,NaN,NaN,NaN,3,NaN,NaN,no_fixation,NaN
-427.322177831531,0.790804597701149,1,0.215352589540616,3,0.784647410459384,3,0.258423107448739,0.790804597701149,NaN,0.75
0,0.430982588530103,0,1,0,0.832027873176303,3,1.2,0.430982588530103,NaN,-0.15
-48,0.635913572431028,1,0.527175230868493,2,0.472824769131507,2,0.632610277042192,0.635913572431028,NaN,0.45
